Age,Monthly_Income,Years_at_Company,Gender,Department,Job_Role,Distance_From_Home,Job_Satisfaction,Work_Life_Balance,Years_Since_Last_Promotion,Overtime,Attrition
39,13948,3,Female,Sales,Executive,4,3,4,1,No,No
30,4433,1,Male,Sales,Sales Rep,48,1,1,5,Yes,Yes
31,4362,2,Male,Finance,Executive,42,1,1,4,Yes,Yes
40,7778,8,Female,Finance,Manager,10,4,3,0,No,No
25,15930,8,Male,Sales,Analyst,3,4,4,1,No,No
30,7147,1,Female,Sales,Executive,45,1,1,7,Yes,Yes
45,11368,22,Female,HR,Engineer,13,4,3,0,No,No
23,6674,1,Male,Sales,Executive,28,1,1,6,Yes,Yes
20,7865,1,Female,HR,Executive,41,1,1,4,Yes,Yes
24,6349,2,Male,Finance,Executive,42,1,1,5,Yes,Yes
53,13228,23,Male,HR,Manager,12,3,3,0,No,No
46,16357,5,Male,HR,Analyst,1,4,4,0,No,No
25,7025,2,Female,Finance,Analyst,46,1,1,5,Yes,Yes
25,6727,3,Male,HR,Sales Rep,34,1,1,8,Yes,Yes
34,7673,1,Female,Sales,Sales Rep,40,1,1,6,Yes,Yes
33,4479,2,Female,HR,Executive,48,1,1,5,Yes,Yes
29,4265,1,Male,R&D,Sales Rep,48,1,1,7,Yes,Yes
38,11443,23,Female,HR,Analyst,1,4,4,0,No,No
54,19244,7,Male,Finance,Manager,3,4,3,1,No,No
24,7653,0,Male,HR,Analyst,25,1,1,4,Yes,Yes
28,7173,3,Male,R&D,Analyst,31,1,1,5,Yes,Yes
37,6829,12,Female,R&D,Executive,5,3,3,0,No,No
42,8946,21,Male,Sales,Manager,8,4,3,1,No,No
28,4493,0,Female,Finance,Sales Rep,41,1,1,8,Yes,Yes
44,19965,17,Female,Finance,Engineer,4,4,3,2,No,No
24,5045,0,Male,R&D,Executive,44,1,1,4,Yes,Yes
28,5545,3,Female,HR,Sales Rep,46,1,1,8,Yes,Yes
36,10891,14,Female,HR,Engineer,14,4,4,1,No,No
34,9254,8,Female,Sales,Engineer,6,3,4,1,No,No
45,15218,21,Female,R&D,Analyst,14,4,4,1,No,No
34,4660,0,Female,Sales,Executive,44,1,1,8,Yes,Yes
28,4940,0,Male,R&D,Executive,38,1,1,7,Yes,Yes
28,10507,18,Female,HR,Analyst,10,4,3,2,No,No
30,7350,1,Male,HR,Analyst,39,1,1,8,Yes,Yes
34,3064,1,Female,HR,Analyst,33,1,1,5,Yes,Yes
44,6802,6,Male,Sales,Analyst,12,4,3,1,No,No
28,7536,3,Female,Sales,Executive,29,1,1,6,Yes,Yes
47,7709,21,Male,R&D,Engineer,6,4,3,1,No,No
24,7292,3,Female,Finance,Analyst,31,1,1,5,Yes,Yes
40,6253,12,Male,R&D,Engineer,4,4,4,2,No,No
23,5839,2,Female,HR,Executive,27,1,1,9,Yes,Yes
34,5944,3,Male,HR,Analyst,37,1,1,6,Yes,Yes
25,4357,0,Male,R&D,Executive,39,1,1,8,Yes,Yes
34,5345,3,Female,Sales,Sales Rep,45,1,1,9,Yes,Yes
32,6264,0,Male,Finance,Executive,28,1,1,6,Yes,Yes
33,6391,3,Female,Sales,Sales Rep,32,1,1,6,Yes,Yes
25,3254,0,Female,Finance,Sales Rep,30,1,1,4,Yes,Yes
34,4926,1,Male,Sales,Analyst,31,1,1,5,Yes,Yes
28,5209,1,Male,R&D,Analyst,43,1,1,6,Yes,Yes
21,3095,0,Male,R&D,Executive,28,1,1,9,Yes,Yes
29,7810,2,Female,Sales,Analyst,36,1,1,9,Yes,Yes
48,8854,19,Female,Finance,Analyst,9,4,3,0,No,No
25,16328,16,Female,Sales,Executive,10,4,3,1,No,No
23,3791,1,Female,HR,Sales Rep,27,1,1,9,Yes,Yes
32,11413,12,Male,R&D,Executive,1,4,4,2,No,No
36,14802,18,Female,Finance,Executive,13,4,4,0,No,No
51,13099,5,Male,Sales,Analyst,2,3,3,0,No,No
23,3797,0,Male,HR,Executive,49,1,1,7,Yes,Yes
54,19054,10,Female,R&D,Analyst,12,3,3,0,No,No
52,11647,17,Female,R&D,Analyst,3,3,4,0,No,No
21,7266,1,Male,Sales,Executive,46,1,1,8,Yes,Yes
51,14599,17,Female,HR,Executive,11,4,3,0,No,No
20,4994,1,Female,Sales,Analyst,44,1,1,4,Yes,Yes
25,6739,2,Female,Sales,Sales Rep,32,1,1,5,Yes,Yes
39,17133,4,Female,HR,Manager,7,4,3,2,No,No
43,12943,12,Female,Sales,Engineer,1,4,3,1,No,No
25,7038,3,Female,HR,Executive,31,1,1,4,Yes,Yes
29,4460,0,Female,Sales,Sales Rep,39,1,1,6,Yes,Yes
28,19813,11,Female,HR,Engineer,8,4,3,1,No,No
33,5754,3,Female,Finance,Sales Rep,42,1,1,6,Yes,Yes
23,3979,0,Female,R&D,Executive,46,1,1,7,Yes,Yes
27,12511,16,Female,R&D,Engineer,5,4,3,0,No,No
33,7238,2,Male,Finance,Executive,30,1,1,7,Yes,Yes
27,7793,0,Female,Sales,Executive,45,1,1,7,Yes,Yes
29,5957,0,Male,R&D,Executive,36,1,1,8,Yes,Yes
24,4393,2,Female,HR,Sales Rep,29,1,1,9,Yes,Yes
25,3830,3,Female,Finance,Analyst,34,1,1,4,Yes,Yes
29,15843,9,Male,HR,Manager,13,4,3,0,No,No
25,6691,3,Male,Sales,Sales Rep,46,1,1,9,Yes,Yes
27,3092,3,Male,Finance,Analyst,39,1,1,9,Yes,Yes
21,5545,2,Male,R&D,Sales Rep,30,1,1,9,Yes,Yes
37,9573,5,Female,Finance,Executive,2,3,3,1,No,No
28,5133,2,Female,HR,Sales Rep,34,1,1,4,Yes,Yes
23,7045,1,Female,Finance,Sales Rep,30,1,1,5,Yes,Yes
27,4143,0,Female,Finance,Executive,42,1,1,9,Yes,Yes
29,6393,1,Female,HR,Sales Rep,47,1,1,4,Yes,Yes
29,5463,3,Female,Sales,Executive,37,1,1,6,Yes,Yes
30,6938,2,Female,R&D,Analyst,34,1,1,5,Yes,Yes
23,7452,2,Male,R&D,Executive,34,1,1,9,Yes,Yes
53,14737,3,Male,Sales,Executive,7,3,4,2,No,No
25,18686,19,Male,Finance,Engineer,11,3,4,1,No,No
38,19896,8,Female,Sales,Manager,1,3,4,0,No,No
20,4416,0,Male,Finance,Analyst,26,1,1,8,Yes,Yes
54,15597,4,Male,Sales,Manager,10,4,4,1,No,No
27,5990,2,Female,HR,Sales Rep,34,1,1,5,Yes,Yes
33,3219,2,Female,Finance,Executive,34,1,1,4,Yes,Yes
27,14307,16,Male,R&D,Manager,13,3,3,0,No,No
32,3426,3,Female,R&D,Analyst,27,1,1,4,Yes,Yes
33,19545,13,Female,Finance,Executive,6,3,3,1,No,No
43,8745,5,Female,R&D,Engineer,8,3,3,0,No,No
27,10719,3,Male,R&D,Analyst,14,4,3,2,No,No
35,7284,20,Female,Finance,Engineer,4,4,3,0,No,No
27,14679,5,Male,R&D,Executive,13,3,4,0,No,No
29,6464,1,Male,R&D,Analyst,35,1,1,5,Yes,Yes
34,18921,19,Male,Finance,Engineer,3,3,4,2,No,No
38,7546,4,Female,Finance,Analyst,10,4,3,1,No,No
21,3318,1,Male,Finance,Analyst,37,1,1,5,Yes,Yes
24,4555,1,Female,HR,Executive,37,1,1,6,Yes,Yes
47,10635,12,Female,Finance,Manager,6,3,3,0,No,No
26,19364,14,Male,R&D,Engineer,6,4,4,0,No,No
32,9438,3,Female,HR,Manager,13,3,3,2,No,No
44,7293,4,Male,HR,Executive,10,4,4,1,No,No
27,6757,2,Male,Sales,Executive,42,1,1,5,Yes,Yes
20,3973,3,Female,HR,Executive,44,1,1,5,Yes,Yes
39,12870,16,Female,Finance,Manager,9,3,3,2,No,No
42,9114,9,Male,Sales,Manager,14,4,4,1,No,No
30,6672,21,Male,Sales,Manager,13,4,3,2,No,No
34,6133,0,Male,Sales,Executive,36,1,1,8,Yes,Yes
32,6721,0,Male,Sales,Sales Rep,26,1,1,9,Yes,Yes
38,14096,12,Female,Sales,Manager,10,3,4,1,No,No
25,7990,2,Male,Sales,Analyst,47,1,1,5,Yes,Yes
32,4661,2,Male,Finance,Sales Rep,31,1,1,6,Yes,Yes
27,5511,3,Female,R&D,Analyst,39,1,1,6,Yes,Yes
20,6735,0,Male,HR,Executive,27,1,1,5,Yes,Yes
25,3247,3,Male,HR,Executive,26,1,1,4,Yes,Yes
27,7947,0,Male,Finance,Analyst,32,1,1,6,Yes,Yes
21,3396,0,Female,HR,Sales Rep,41,1,1,8,Yes,Yes
51,19939,16,Male,Sales,Manager,2,3,3,1,No,No
36,16835,8,Female,HR,Manager,14,3,4,0,No,No
51,14456,15,Female,Finance,Analyst,7,4,3,2,No,No
32,7970,12,Male,HR,Engineer,14,4,3,1,No,No
34,3653,1,Female,Sales,Executive,27,1,1,9,Yes,Yes
22,5773,0,Female,Sales,Analyst,45,1,1,9,Yes,Yes
29,5042,3,Male,HR,Analyst,46,1,1,8,Yes,Yes
32,4959,1,Female,HR,Executive,40,1,1,9,Yes,Yes
30,5888,3,Female,Finance,Executive,29,1,1,8,Yes,Yes
34,4198,1,Female,HR,Executive,31,1,1,9,Yes,Yes
37,8244,10,Female,HR,Analyst,7,4,4,2,No,No
37,13907,15,Male,Sales,Executive,14,4,3,2,No,No
21,3343,0,Male,Sales,Sales Rep,48,1,1,4,Yes,Yes
29,3575,3,Male,Sales,Analyst,25,1,1,4,Yes,Yes
30,5573,1,Female,Finance,Executive,29,1,1,9,Yes,Yes
25,4138,1,Male,Finance,Sales Rep,28,1,1,5,Yes,Yes
29,4974,1,Male,Finance,Executive,39,1,1,7,Yes,Yes
27,4684,0,Male,HR,Sales Rep,29,1,1,8,Yes,Yes
45,10923,11,Female,Sales,Analyst,10,4,3,0,No,No
44,18692,4,Female,Finance,Engineer,8,4,4,2,No,No
30,4255,3,Female,R&D,Sales Rep,25,1,1,7,Yes,Yes
27,4128,1,Female,HR,Executive,46,1,1,9,Yes,Yes
54,11378,16,Male,Finance,Manager,13,4,3,0,No,No
23,6212,3,Male,Sales,Analyst,42,1,1,5,Yes,Yes
21,7863,1,Female,R&D,Analyst,38,1,1,4,Yes,Yes
54,11788,12,Male,HR,Engineer,10,3,4,1,No,No
27,6081,17,Female,HR,Executive,12,3,3,0,No,No
34,15124,17,Male,Finance,Analyst,6,3,3,0,No,No
31,7437,2,Male,Sales,Analyst,32,1,1,5,Yes,Yes
44,13124,24,Female,Sales,Analyst,11,4,4,0,No,No
28,15675,16,Female,Sales,Analyst,2,4,4,2,No,No
25,7327,21,Male,R&D,Manager,6,4,4,1,No,No
26,16192,23,Male,Finance,Manager,6,4,4,1,No,No
28,6337,1,Male,R&D,Executive,33,1,1,5,Yes,Yes
25,6506,1,Female,HR,Sales Rep,34,1,1,8,Yes,Yes
54,12962,24,Male,HR,Manager,6,4,3,2,No,No
27,3901,1,Male,Sales,Executive,29,1,1,4,Yes,Yes
21,6693,3,Male,HR,Executive,44,1,1,5,Yes,Yes
22,7491,0,Female,HR,Executive,36,1,1,6,Yes,Yes
22,7609,1,Female,R&D,Executive,29,1,1,7,Yes,Yes
43,13810,16,Male,Sales,Manager,11,3,3,0,No,No
26,5897,3,Female,R&D,Sales Rep,44,1,1,7,Yes,Yes
24,7804,3,Female,HR,Sales Rep,34,1,1,7,Yes,Yes
35,14811,3,Male,R&D,Executive,13,4,3,2,No,No
22,4786,0,Male,R&D,Analyst,43,1,1,7,Yes,Yes
32,7335,24,Female,Finance,Executive,3,4,3,2,No,No
45,6368,18,Female,Finance,Analyst,11,4,4,2,No,No
35,11518,22,Male,Sales,Engineer,12,3,3,2,No,No
33,4136,0,Female,HR,Sales Rep,33,1,1,9,Yes,Yes
28,5725,1,Male,Sales,Sales Rep,27,1,1,6,Yes,Yes
52,12098,3,Male,Sales,Engineer,5,4,3,0,No,No
22,4281,0,Female,Sales,Executive,27,1,1,7,Yes,Yes
20,7534,1,Female,HR,Analyst,43,1,1,5,Yes,Yes
20,5374,2,Female,HR,Executive,32,1,1,8,Yes,Yes
28,16704,11,Female,Sales,Analyst,4,3,4,2,No,No
34,8291,13,Female,R&D,Manager,9,3,4,2,No,No
22,4095,3,Male,HR,Analyst,37,1,1,9,Yes,Yes
29,3908,2,Female,Sales,Analyst,33,1,1,5,Yes,Yes
22,6640,1,Male,R&D,Sales Rep,34,1,1,5,Yes,Yes
34,14283,15,Male,R&D,Analyst,6,4,3,1,No,No
26,5384,2,Female,Finance,Sales Rep,40,1,1,7,Yes,Yes
33,16362,12,Female,R&D,Engineer,10,3,3,1,No,No
52,12268,22,Female,R&D,Manager,14,4,4,2,No,No
43,16026,5,Female,R&D,Executive,10,4,3,0,No,No
28,5885,3,Female,HR,Executive,47,1,1,4,Yes,Yes
33,8970,3,Male,HR,Engineer,4,3,4,0,No,No
27,6367,0,Female,Finance,Sales Rep,42,1,1,6,Yes,Yes
50,18791,3,Female,R&D,Executive,5,4,3,1,No,No
24,7133,2,Female,Finance,Analyst,35,1,1,6,Yes,Yes
27,9374,18,Female,R&D,Engineer,3,4,3,2,No,No
45,10834,7,Female,R&D,Manager,11,4,3,2,No,No
28,5430,0,Male,HR,Sales Rep,32,1,1,9,Yes,Yes
35,15543,3,Male,Sales,Analyst,7,4,3,1,No,No
28,5489,1,Male,Finance,Analyst,40,1,1,9,Yes,Yes
30,10879,10,Female,HR,Analyst,11,3,4,0,No,No
25,13861,10,Male,R&D,Executive,2,3,3,1,No,No
46,19606,12,Female,Sales,Executive,3,4,4,2,No,No
29,4198,3,Male,Sales,Sales Rep,26,1,1,4,Yes,Yes
25,3819,0,Male,R&D,Analyst,29,1,1,8,Yes,Yes
32,7769,3,Male,HR,Sales Rep,28,1,1,7,Yes,Yes
32,7172,3,Female,HR,Analyst,30,1,1,5,Yes,Yes
30,14767,7,Female,HR,Analyst,4,4,4,1,No,No
32,3130,3,Female,HR,Analyst,33,1,1,6,Yes,Yes
35,18152,9,Female,Sales,Executive,12,3,4,1,No,No
50,15630,6,Male,Sales,Analyst,3,4,4,0,No,No
20,4589,3,Male,R&D,Executive,40,1,1,4,Yes,Yes
26,3193,3,Female,HR,Analyst,41,1,1,9,Yes,Yes
34,3482,0,Male,Finance,Executive,25,1,1,9,Yes,Yes
45,16570,7,Male,R&D,Manager,6,3,3,0,No,No
24,6048,3,Male,HR,Executive,34,1,1,5,Yes,Yes
36,18470,10,Male,HR,Analyst,1,3,4,2,No,No
31,3440,2,Male,Finance,Executive,40,1,1,7,Yes,Yes
49,8594,11,Male,Sales,Executive,4,3,3,2,No,No
29,7280,2,Female,Sales,Sales Rep,49,1,1,9,Yes,Yes
25,5253,1,Female,Sales,Analyst,33,1,1,4,Yes,Yes
38,8178,23,Female,HR,Manager,1,3,4,2,No,No
52,19955,17,Female,R&D,Engineer,3,3,4,2,No,No
35,18231,7,Female,R&D,Executive,3,4,3,1,No,No
37,13623,14,Male,HR,Analyst,13,4,3,0,No,No
30,17525,11,Female,HR,Analyst,6,3,3,1,No,No
29,5420,0,Male,HR,Executive,44,1,1,5,Yes,Yes
29,5882,2,Male,R&D,Analyst,33,1,1,4,Yes,Yes
33,5347,2,Male,Finance,Executive,25,1,1,6,Yes,Yes
31,3229,2,Female,HR,Executive,45,1,1,9,Yes,Yes
27,10318,23,Male,R&D,Engineer,5,4,3,0,No,No
52,6495,6,Male,R&D,Engineer,13,3,3,2,No,No
49,8964,20,Female,R&D,Engineer,1,3,3,0,No,No
49,16923,16,Male,Finance,Analyst,10,4,4,2,No,No
23,3013,1,Male,R&D,Executive,28,1,1,9,Yes,Yes
31,4880,2,Male,Finance,Sales Rep,41,1,1,4,Yes,Yes
27,5028,1,Male,R&D,Analyst,33,1,1,6,Yes,Yes
25,6738,3,Female,HR,Executive,41,1,1,4,Yes,Yes
35,10065,6,Female,R&D,Analyst,1,3,4,2,No,No
27,6969,1,Male,Finance,Sales Rep,29,1,1,9,Yes,Yes
32,4349,0,Female,Finance,Sales Rep,40,1,1,5,Yes,Yes
49,12854,10,Male,R&D,Executive,10,4,3,2,No,No
48,8700,23,Female,R&D,Analyst,13,3,3,1,No,No
52,16479,12,Female,Finance,Manager,13,3,3,1,No,No
25,3721,0,Female,HR,Sales Rep,46,1,1,5,Yes,Yes
33,5856,0,Female,HR,Sales Rep,29,1,1,6,Yes,Yes
29,6963,0,Male,HR,Analyst,37,1,1,8,Yes,Yes
26,6870,7,Male,HR,Manager,4,3,3,0,No,No
32,16918,7,Male,Finance,Executive,13,4,4,2,No,No
22,5750,2,Female,Finance,Analyst,48,1,1,8,Yes,Yes
24,7010,1,Female,Finance,Executive,34,1,1,5,Yes,Yes
47,10111,17,Female,Sales,Executive,11,4,3,0,No,No
28,3944,2,Female,Sales,Analyst,40,1,1,4,Yes,Yes
44,16017,4,Female,R&D,Executive,2,3,4,0,No,No
47,11834,3,Female,R&D,Manager,9,3,3,1,No,No
45,15178,16,Female,HR,Manager,11,3,3,0,No,No
20,3968,2,Male,HR,Sales Rep,32,1,1,8,Yes,Yes
31,4023,1,Male,HR,Executive,37,1,1,4,Yes,Yes
30,3752,3,Female,R&D,Analyst,36,1,1,9,Yes,Yes
24,4653,0,Male,Sales,Executive,47,1,1,9,Yes,Yes
37,16960,10,Male,HR,Engineer,2,4,3,2,No,No
38,16270,20,Male,Sales,Analyst,9,3,4,1,No,No
24,7867,1,Male,HR,Analyst,49,1,1,5,Yes,Yes
34,9260,22,Female,HR,Executive,8,4,3,2,No,No
44,12713,18,Male,Sales,Engineer,13,4,3,1,No,No
22,6979,3,Female,HR,Sales Rep,48,1,1,8,Yes,Yes
43,14493,24,Male,Sales,Manager,1,3,3,0,No,No
35,13250,23,Female,R&D,Engineer,2,4,4,0,No,No
28,10524,15,Female,Finance,Executive,6,4,4,2,No,No
31,15957,7,Male,R&D,Executive,10,4,4,2,No,No
28,3531,0,Male,Finance,Executive,49,1,1,4,Yes,Yes
31,14014,18,Female,HR,Executive,1,3,4,2,No,No
30,4320,0,Male,HR,Sales Rep,32,1,1,5,Yes,Yes
22,5891,3,Female,R&D,Executive,44,1,1,7,Yes,Yes
47,11400,13,Male,R&D,Engineer,14,3,4,1,No,No
28,5223,1,Male,R&D,Executive,30,1,1,6,Yes,Yes
36,13975,15,Male,HR,Analyst,11,4,3,2,No,No
24,7339,2,Male,Finance,Executive,38,1,1,8,Yes,Yes
20,7655,1,Male,Sales,Executive,27,1,1,9,Yes,Yes
29,3675,1,Female,Finance,Analyst,33,1,1,8,Yes,Yes
45,8160,15,Female,HR,Analyst,6,4,3,2,No,No
32,3111,2,Male,Sales,Executive,39,1,1,5,Yes,Yes
29,17857,18,Female,R&D,Manager,7,4,3,2,No,No
26,7133,1,Male,Sales,Analyst,46,1,1,5,Yes,Yes
53,10046,24,Female,Finance,Manager,9,3,3,2,No,No
34,7632,2,Male,HR,Sales Rep,35,1,1,4,Yes,Yes
35,9276,3,Female,Sales,Manager,5,4,3,0,No,No
52,17221,16,Male,Sales,Manager,6,3,4,2,No,No
31,17885,7,Female,R&D,Executive,6,4,4,1,No,No
54,8860,22,Female,HR,Analyst,3,3,3,2,No,No
26,6838,0,Female,Finance,Executive,29,1,1,7,Yes,Yes
35,9837,24,Female,Finance,Manager,11,4,4,1,No,No
43,12891,17,Female,Sales,Manager,14,3,4,2,No,No
26,7132,1,Female,R&D,Executive,30,1,1,9,Yes,Yes
33,4419,0,Male,R&D,Analyst,34,1,1,6,Yes,Yes
25,16120,13,Male,HR,Engineer,14,4,4,2,No,No
21,6519,2,Female,R&D,Analyst,37,1,1,6,Yes,Yes
38,12582,8,Female,HR,Manager,13,4,3,1,No,No
20,6202,1,Male,HR,Executive,26,1,1,6,Yes,Yes
34,4997,1,Female,Finance,Analyst,28,1,1,4,Yes,Yes
22,5818,1,Male,Sales,Executive,49,1,1,8,Yes,Yes
32,7276,2,Female,R&D,Sales Rep,44,1,1,9,Yes,Yes
52,10496,17,Male,R&D,Analyst,5,4,4,2,No,No
35,16588,22,Female,Sales,Executive,12,3,4,1,No,No
32,7872,1,Male,R&D,Executive,36,1,1,7,Yes,Yes
52,14089,12,Male,HR,Manager,14,3,4,0,No,No
30,7467,0,Male,Sales,Executive,29,1,1,4,Yes,Yes
43,6078,23,Male,HR,Manager,12,3,4,0,No,No
53,19608,20,Male,R&D,Executive,13,4,4,1,No,No
25,7534,0,Female,HR,Analyst,31,1,1,7,Yes,Yes
22,4998,2,Male,R&D,Sales Rep,27,1,1,6,Yes,Yes
20,3339,1,Male,HR,Executive,35,1,1,7,Yes,Yes
29,7619,1,Female,Sales,Analyst,41,1,1,7,Yes,Yes
52,7970,17,Male,Finance,Analyst,7,3,3,2,No,No
30,7184,3,Male,Finance,Sales Rep,43,1,1,8,Yes,Yes
50,7245,3,Female,HR,Manager,9,4,4,2,No,No
24,5716,1,Male,Sales,Executive,30,1,1,4,Yes,Yes
32,4099,3,Male,Finance,Analyst,42,1,1,8,Yes,Yes
31,8244,10,Female,HR,Executive,3,3,3,2,No,No
20,7133,1,Female,R&D,Analyst,34,1,1,5,Yes,Yes
36,15032,15,Female,R&D,Executive,4,4,4,2,No,No
23,7123,0,Female,HR,Executive,32,1,1,6,Yes,Yes
21,5166,2,Female,HR,Sales Rep,25,1,1,6,Yes,Yes
23,4699,2,Male,Sales,Executive,48,1,1,5,Yes,Yes
20,6805,0,Female,Finance,Analyst,46,1,1,7,Yes,Yes
24,6984,3,Female,Finance,Executive,41,1,1,5,Yes,Yes
21,4364,0,Male,Finance,Executive,47,1,1,6,Yes,Yes
26,6772,0,Male,Sales,Sales Rep,28,1,1,7,Yes,Yes
33,3819,0,Female,R&D,Sales Rep,33,1,1,4,Yes,Yes
31,3321,1,Male,R&D,Sales Rep,28,1,1,7,Yes,Yes
39,12381,16,Female,HR,Executive,6,4,3,0,No,No
44,19260,11,Male,Finance,Engineer,8,3,3,1,No,No
34,13400,14,Female,Sales,Executive,1,4,4,1,No,No
40,12658,3,Male,Finance,Manager,6,4,3,1,No,No
42,18046,10,Female,R&D,Manager,5,4,4,1,No,No
29,6299,3,Male,HR,Executive,46,1,1,4,Yes,Yes
39,11434,20,Male,HR,Executive,4,3,3,1,No,No
53,13062,24,Female,Sales,Manager,9,4,3,0,No,No
27,19096,13,Male,Sales,Engineer,10,4,4,2,No,No
28,10298,17,Male,HR,Analyst,2,3,4,2,No,No
26,17533,6,Male,Sales,Executive,1,3,4,0,No,No
30,15947,17,Female,Sales,Manager,6,4,3,0,No,No
52,11409,9,Male,R&D,Executive,14,4,4,2,No,No
29,7319,3,Female,Finance,Sales Rep,40,1,1,7,Yes,Yes
42,18447,18,Female,HR,Analyst,1,3,4,2,No,No
29,5175,1,Female,R&D,Analyst,36,1,1,9,Yes,Yes
36,18534,6,Male,R&D,Engineer,7,3,4,2,No,No
39,11828,5,Male,Sales,Manager,3,3,3,2,No,No
26,16610,6,Male,Sales,Executive,8,4,4,1,No,No
34,13000,20,Male,R&D,Engineer,1,3,4,0,No,No
30,4680,1,Female,Finance,Sales Rep,35,1,1,7,Yes,Yes
54,14868,7,Male,HR,Analyst,13,4,4,1,No,No
46,18022,23,Male,R&D,Engineer,4,4,4,0,No,No
22,3768,2,Male,Finance,Sales Rep,37,1,1,6,Yes,Yes
54,10794,21,Female,HR,Executive,14,4,4,2,No,No
43,17293,19,Male,R&D,Analyst,2,4,4,1,No,No
49,16014,19,Male,HR,Engineer,8,4,3,2,No,No
24,4998,2,Male,Finance,Executive,31,1,1,4,Yes,Yes
29,15995,14,Male,Finance,Engineer,3,3,3,2,No,No
40,13953,19,Female,Sales,Executive,6,3,4,2,No,No
32,5360,2,Female,HR,Executive,47,1,1,7,Yes,Yes
34,7925,0,Male,HR,Sales Rep,26,1,1,8,Yes,Yes
40,16147,10,Male,HR,Engineer,5,4,3,1,No,No
45,7950,13,Female,R&D,Analyst,8,4,3,1,No,No
31,6875,0,Female,R&D,Analyst,28,1,1,7,Yes,Yes
21,6313,1,Female,Finance,Executive,27,1,1,5,Yes,Yes
27,6291,1,Male,Sales,Analyst,46,1,1,5,Yes,Yes
49,16191,24,Female,HR,Executive,2,3,3,0,No,No
37,7695,8,Male,HR,Analyst,12,3,4,2,No,No
23,6708,2,Male,Sales,Analyst,44,1,1,5,Yes,Yes
22,4543,0,Female,Sales,Executive,38,1,1,9,Yes,Yes
24,4455,0,Male,Finance,Analyst,33,1,1,7,Yes,Yes
24,5539,0,Female,HR,Analyst,42,1,1,5,Yes,Yes
33,6130,1,Male,Finance,Executive,37,1,1,9,Yes,Yes
26,5678,1,Male,HR,Executive,30,1,1,8,Yes,Yes
44,17774,17,Female,R&D,Executive,4,3,4,0,No,No
24,7015,0,Male,R&D,Analyst,34,1,1,7,Yes,Yes
24,4444,2,Female,Finance,Executive,42,1,1,9,Yes,Yes
52,18520,13,Female,Sales,Executive,5,3,3,2,No,No
32,7048,3,Male,Sales,Analyst,27,1,1,7,Yes,Yes
35,9676,9,Male,HR,Executive,4,4,4,0,No,No
26,19545,21,Male,Finance,Analyst,8,3,4,2,No,No
27,7132,2,Male,R&D,Analyst,34,1,1,9,Yes,Yes
23,3387,1,Female,Finance,Analyst,46,1,1,7,Yes,Yes
52,8280,12,Female,R&D,Engineer,9,3,4,0,No,No
23,4342,2,Male,R&D,Analyst,45,1,1,7,Yes,Yes
38,11367,17,Female,R&D,Analyst,3,4,3,0,No,No
47,11056,3,Female,R&D,Manager,10,3,4,0,No,No
27,7991,2,Female,Sales,Executive,43,1,1,6,Yes,Yes
42,15231,23,Male,R&D,Executive,6,3,4,1,No,No
44,13000,14,Male,Finance,Engineer,8,3,3,0,No,No
20,3473,0,Female,Finance,Analyst,44,1,1,6,Yes,Yes
34,3416,1,Female,HR,Sales Rep,29,1,1,9,Yes,Yes
45,8005,8,Male,Finance,Engineer,12,4,4,0,No,No
27,5523,3,Female,HR,Executive,27,1,1,7,Yes,Yes
21,4493,3,Male,Sales,Analyst,33,1,1,5,Yes,Yes
29,11454,17,Female,Finance,Manager,12,3,3,2,No,No
48,12869,9,Female,Finance,Manager,10,4,4,1,No,No
54,11143,11,Male,HR,Analyst,7,4,4,0,No,No
39,15735,16,Male,HR,Executive,2,4,4,1,No,No
26,4080,2,Male,HR,Analyst,37,1,1,9,Yes,Yes
20,5577,1,Male,Sales,Analyst,45,1,1,4,Yes,Yes
51,16988,18,Male,Sales,Analyst,1,4,4,1,No,No
32,7953,2,Female,HR,Executive,31,1,1,5,Yes,Yes
31,8173,8,Female,Sales,Executive,6,3,4,1,No,No
33,7137,0,Female,HR,Analyst,32,1,1,7,Yes,Yes
49,18099,22,Female,HR,Executive,3,3,3,0,No,No
35,8086,7,Female,R&D,Executive,12,4,4,2,No,No
23,4965,0,Female,Sales,Analyst,36,1,1,4,Yes,Yes
48,7223,7,Female,Finance,Engineer,11,3,3,1,No,No
40,16888,12,Female,HR,Manager,14,4,3,2,No,No
35,15323,13,Female,Finance,Manager,12,4,4,1,No,No
53,9832,24,Female,Sales,Manager,10,4,3,2,No,No
30,9156,22,Male,R&D,Executive,6,3,4,1,No,No
33,5300,1,Male,R&D,Sales Rep,25,1,1,6,Yes,Yes
20,4906,3,Female,Finance,Executive,38,1,1,4,Yes,Yes
42,13704,13,Male,R&D,Manager,10,3,4,2,No,No
25,6037,15,Male,R&D,Manager,5,3,3,1,No,No
28,16691,15,Male,Sales,Manager,9,3,4,0,No,No
23,4929,3,Female,Sales,Executive,47,1,1,9,Yes,Yes
32,4618,1,Male,R&D,Analyst,40,1,1,4,Yes,Yes
35,6328,16,Male,Sales,Executive,3,3,3,2,No,No
31,15898,20,Female,HR,Manager,10,3,4,2,No,No
26,6424,2,Male,HR,Sales Rep,27,1,1,8,Yes,Yes
25,7454,1,Male,Sales,Analyst,30,1,1,8,Yes,Yes
